TIMESTAMP_UTC,HOST_CPU_COUNT,BASE_SEED,START_SEED,NUM_SIMS,SORT_COLOR,WORKERS_USED,BRANCH_INDEX,RANK,SETTLEMENT,ROAD,SETTLEMENT2,ROAD2,WOOD_PIPS,BRICK_PIPS,SHEEP_PIPS,WHEAT_PIPS,ORE_PIPS,WOOD_PIPS2,BRICK_PIPS2,SHEEP_PIPS2,WHEAT_PIPS2,ORE_PIPS2,AVG_TURNS,WALL_TIME_SEC,CPU_TIME_SEC,WINNER,WIN_RED,WIN_BLUE,WIN_ORANGE,WIN_WHITE,AVG_VP_RED,AVG_VP_BLUE,AVG_VP_ORANGE,AVG_VP_WHITE
unix:1772590875,16,99,1000,200,RED,16,593,1,29,28-29,40,40-42,3,0,0,4,0,8,0,0,0,0,105.39,1.5014,1.5014,RED,78.0,15.5,6.5,0.0,9.47,6.91,6.94,3.58
unix:1772590875,16,99,1000,200,RED,16,415,2,18,17-18,29,28-29,8,0,0,2,0,3,0,0,4,0,107.69,1.3086,1.3086,RED,75.5,18.5,5.5,0.5,9.38,7.31,6.91,3.94
unix:1772590875,16,99,1000,200,RED,16,387,3,17,17-18,29,28-29,3,0,0,2,0,3,0,0,4,0,105.71,0.7943,0.7943,RED,73.5,18.0,8.5,0.0,9.31,7.22,7.07,3.50
unix:1772590875,16,99,1000,200,RED,16,166,4,8,8-9,29,10-29,6,5,0,0,0,3,0,0,4,0,104.37,1.5357,1.5357,RED,61.0,10.0,26.0,3.0,8.96,6.76,7.47,6.70
unix:1772590875,16,99,1000,200,RED,16,492,5,29,28-29,25,24-25,3,0,0,4,0,0,5,0,0,0,95.23,1.5638,1.5638,RED,58.0,19.5,22.5,0.0,8.63,7.02,7.33,4.37
unix:1772590875,16,99,1000,200,RED,16,118,6,7,7-8,9,8-9,3,5,0,0,2,6,0,0,0,4,92.04,1.1891,1.1891,RED,56.5,21.0,22.0,0.5,8.76,7.20,7.49,4.64
unix:1772590875,16,99,1000,200,RED,16,198,7,9,8-9,26,26-27,6,0,0,0,4,0,5,0,0,0,93.62,1.4505,1.4505,RED,53.5,28.0,18.0,0.5,8.68,7.52,7.19,5.00
unix:1772590875,16,99,1000,200,RED,16,16,8,0,0-1,29,28-29,0,3,6,0,0,3,0,0,4,0,96.20,1.2941,1.2941,RED,52.0,21.5,25.5,1.0,8.71,7.85,7.29,5.23
unix:1772590875,16,99,1000,200,RED,16,197,8,9,8-9,25,24-25,6,0,0,0,4,0,5,0,0,0,95.71,1.3307,1.3307,RED,52.0,26.0,21.0,1.0,8.55,7.76,7.51,4.75
unix:1772590875,16,99,1000,200,RED,16,516,9,26,26-27,29,28-29,0,5,0,0,0,3,0,0,4,0,95.27,1.1896,1.1896,RED,50.5,28.0,21.5,0.0,8.46,7.79,7.37,5.08
