TIMESTAMP_UTC,HOST_CPU_COUNT,BASE_SEED,START_SEED,NUM_SIMS,SORT_COLOR,WORKERS_USED,BRANCH_INDEX,RANK,SETTLEMENT,ROAD,SETTLEMENT2,ROAD2,WOOD_PIPS,BRICK_PIPS,SHEEP_PIPS,WHEAT_PIPS,ORE_PIPS,WOOD_PIPS2,BRICK_PIPS2,SHEEP_PIPS2,WHEAT_PIPS2,ORE_PIPS2,AVG_TURNS,WALL_TIME_SEC,CPU_TIME_SEC,WINNER,WIN_RED,WIN_BLUE,WIN_ORANGE,WIN_WHITE,AVG_VP_RED,AVG_VP_BLUE,AVG_VP_ORANGE,AVG_VP_WHITE
unix:1772555788,16,99,1000,200,RED,16,184,1,50,50-51,15,14-15,0,0,1,0,0,2,5,0,2,0,104.56,1.9169,1.9169,RED,72.5,14.0,13.0,0.5,9.31,7.22,7.28,4.68
unix:1772555788,16,99,1000,200,RED,16,58,2,34,13-34,4,3-4,0,0,0,4,1,2,5,0,2,0,96.51,1.3902,1.3902,RED,68.5,16.0,15.5,0.0,9.22,7.36,7.41,4.07
unix:1772555788,16,99,1000,200,RED,16,168,3,15,14-15,34,33-34,2,5,0,2,0,0,0,0,4,1,100.39,2.0542,2.0542,RED,68.0,18.0,13.5,0.5,9.24,7.49,7.35,3.92
unix:1772555788,16,99,1000,200,RED,16,173,4,39,17-39,15,14-15,0,3,0,2,0,2,5,0,2,0,103.37,3.0225,3.0225,RED,67.0,13.5,19.5,0.0,9.19,7.51,7.61,4.76
unix:1772555788,16,99,1000,200,RED,16,69,5,4,3-4,45,45-46,2,5,0,2,0,0,0,0,0,4,98.39,1.2939,1.2939,RED,66.0,16.5,16.5,1.0,9.07,7.38,7.76,4.76
unix:1772555788,16,99,1000,200,RED,16,157,5,15,4-15,22,20-22,2,5,0,2,0,0,4,1,0,0,104.79,1.3555,1.3555,RED,66.0,20.0,13.5,0.5,9.03,7.35,7.43,4.79
unix:1772555788,16,99,1000,200,RED,16,158,5,15,14-15,24,24-25,2,5,0,2,0,2,0,0,5,0,102.89,1.6117,1.6117,RED,66.0,18.5,14.5,1.0,9.16,7.58,7.10,4.57
unix:1772555788,16,99,1000,200,RED,16,185,5,51,50-51,15,14-15,0,0,1,0,0,2,5,0,2,0,104.06,1.6332,1.6332,RED,66.0,18.5,15.0,0.5,9.26,7.44,7.41,3.97
unix:1772555788,16,99,1000,200,RED,16,2,6,0,0-20,14,13-14,0,4,3,2,0,0,5,0,2,1,99.18,1.7326,1.7326,RED,65.0,14.5,20.0,0.5,9.03,7.41,7.49,4.49
unix:1772555788,16,99,1000,200,RED,16,169,6,15,14-15,35,35-36,2,5,0,2,0,0,0,0,0,1,97.15,2.1749,2.1749,RED,65.0,17.5,17.5,0.0,9.09,7.31,7.25,3.68
unix:1772555788,16,99,1000,200,RED,16,645,6,34,13-34,39,39-41,0,0,0,4,1,0,3,0,2,0,98.66,1.6093,1.6093,RED,65.0,12.5,22.5,0.0,8.91,7.28,7.43,3.40
unix:1772555788,16,99,1000,200,RED,16,74,7,50,50-51,4,4-15,0,0,1,0,0,2,5,0,2,0,101.79,1.7694,1.7694,RED,64.5,18.0,17.0,0.5,9.02,7.52,7.34,4.60
unix:1772555788,16,99,1000,200,RED,16,172,7,38,38-39,15,14-15,0,0,0,2,0,2,5,0,2,0,102.61,2.3438,2.3438,RED,64.5,18.5,17.0,0.0,9.16,7.62,7.41,4.16
unix:1772555788,16,99,1000,200,RED,16,60,8,36,36-37,4,4-5,0,0,0,0,1,2,5,0,2,0,99.57,1.4146,1.4146,RED,64.0,21.0,15.0,0.0,9.09,7.65,7.44,4.14
unix:1772555788,16,99,1000,200,RED,16,176,8,42,41-42,15,14-15,0,3,0,0,0,2,5,0,2,0,101.85,1.9563,1.9563,RED,64.0,23.5,10.0,2.5,9.07,7.66,7.01,4.75
unix:1772555788,16,99,1000,200,RED,16,85,9,5,4-5,22,22-49,2,0,3,2,0,0,4,1,0,0,98.58,1.8731,1.8731,RED,62.5,16.0,20.5,1.0,9.04,7.29,7.43,4.15
